"Column Name","Label"
"DP4_0115PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$2,000 to $2,999"
"DP4_0116P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$3,000 or more"
"DP4_0116PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!$3,000 or more"
"DP4_0117P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!Median (dollars)"
"DP4_0117PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!With a mortgage!!Median (dollars)"
"DP4_0118P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!Without a mortgage"
"DP4_0118PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!Without a mortgage"
"DP4_0119P","Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!Without a mortgage!!Median (dollars)"
"DP4_0119PA","Annotation of Percent!!MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS!!Owner-occupied housing units!!Without a mortgage!!Median (dollars)"
"DP4_0120P","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units"
"DP4_0120PA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units"
"DP4_0121P","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!Less than 10.0 percent"
"DP4_0121PA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!Less than 10.0 percent"
"DP4_0122P","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!10.0 to 14.9 percent"
"DP4_0122PA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!10.0 to 14.9 percent"
"DP4_0123P","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!15.0 to 19.9 percent"
"DP4_0123PA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!15.0 to 19.9 percent"
"DP4_0124P","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!20.0 to 24.9 percent"
"DP4_0124PA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!20.0 to 24.9 percent"
"DP4_0125P","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!25.0 to 29.9 percent"
"DP4_0125PA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!25.0 to 29.9 percent"
"DP4_0126P","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!30.0 to 34.9 percent"
"DP4_0126PA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!30.0 to 34.9 percent"
"DP4_0127P","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!35.0 percent or more"
"DP4_0127PA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!35.0 percent or more"
"DP4_0128P","Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!Not computed"
"DP4_0128PA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Owner-occupied housing units!!Not computed"
"DP4_0129P","Percent!!GROSS RENT!!Renter-occupied housing units"
"DP4_0129PA","Annotation of Percent!!GROSS RENT!!Renter-occupied housing units"
"DP4_0130P","Percent!!GROSS RENT!!Renter-occupied housing units!!Less than $100"
"DP4_0130PA","Annotation of Percent!!GROSS RENT!!Renter-occupied housing units!!Less than $100"
"DP4_0131P","Percent!!GROSS RENT!!Renter-occupied housing units!!$100 to $149"
"DP4_0131PA","Annotation of Percent!!GROSS RENT!!Renter-occupied housing units!!$100 to $149"
"DP4_0132P","Percent!!GROSS RENT!!Renter-occupied housing units!!$150 to $199"
"DP4_0132PA","Annotation of Percent!!GROSS RENT!!Renter-occupied housing units!!$150 to $199"
"DP4_0133P","Percent!!GROSS RENT!!Renter-occupied housing units!!$200 to $299"
"DP4_0133PA","Annotation of Percent!!GROSS RENT!!Renter-occupied housing units!!$200 to $299"
"DP4_0134P","Percent!!GROSS RENT!!Renter-occupied housing units!!$300 to $399"
"DP4_0134PA","Annotation of Percent!!GROSS RENT!!Renter-occupied housing units!!$300 to $399"
"DP4_0135P","Percent!!GROSS RENT!!Renter-occupied housing units!!$400 to $499"
"DP4_0135PA","Annotation of Percent!!GROSS RENT!!Renter-occupied housing units!!$400 to $499"
"DP4_0136P","Percent!!GROSS RENT!!Renter-occupied housing units!!$500 or more"
"DP4_0136PA","Annotation of Percent!!GROSS RENT!!Renter-occupied housing units!!$500 or more"
"DP4_0137P","Percent!!GROSS RENT!!Renter-occupied housing units!!No rent paid"
"DP4_0137PA","Annotation of Percent!!GROSS RENT!!Renter-occupied housing units!!No rent paid"
"DP4_0138P","Percent!!GROSS RENT!!Renter-occupied housing units!!Median (dollars)"
"DP4_0138PA","Annotation of Percent!!GROSS RENT!!Renter-occupied housing units!!Median (dollars)"
"DP4_0139P","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units"
"DP4_0139PA","Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units"
"DP4_0140P","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!Less than 10.0 percent"
"DP4_0140PA","Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!Less than 10.0 percent"
"DP4_0141P","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!10.0 to 14.9 percent"
"DP4_0141PA","Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!10.0 to 14.9 percent"
"DP4_0142P","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!15.0 to 19.9 percent"
"DP4_0142PA","Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!15.0 to 19.9 percent"
"DP4_0143P","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!20.0 to 24.9 percent"
"DP4_0143PA","Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!20.0 to 24.9 percent"
"DP4_0144P","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!25.0 to 29.9 percent"
"DP4_0144PA","Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!25.0 to 29.9 percent"
"DP4_0145P","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!30.0 to 34.9 percent"
"DP4_0145PA","Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!30.0 to 34.9 percent"
"DP4_0146P","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!35.0 percent or more"
"DP4_0146PA","Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!35.0 percent or more"
"DP4_0147P","Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!Not computed"
"DP4_0147PA","Annotation of Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN 2019!!Renter-occupied housing units!!Not computed"
