CWNS_NUMBER,PRES_RES_RECEIVING_COLLCTN,PRES_RES_UPSTREAM,PRES_RES_TOTAL_RECEIVNG_TRMT,PRES_RES_DOWNSTREAM,PRES_RES_ACTUAL_RECEIVNG_TRMT,PRES_RES_ONSITE_WTS,PRES_RES_ONSITE_WTS_UNITS,PRES_RES_ONSITE_WTS_POP_P_UT,PRES_RES_CLUSTER,PRES_RES_CLUSTER_UNITS,PRES_RES_CLUSTER_POP_P_UT,PRES_N_RES_RECEIVING_COLLCTN,PRES_N_RES_UPSTREAM,PRES_N_RES_TOTAL_RECEIVNG_TRMT,PRES_N_RES_DOWNSTREAM,PRES_N_RES_ACTUAL_RECEVNG_TRMT,PRES_N_RES_ONSITE_WTS,PRES_N_RES_ONSITE_WTS_UNITS,PRES_N_RES_ONSITE_WTS_POP_P_UT,PRES_N_RES_CLUSTER,PRES_N_RES_CLUSTER_UNITS,PRES_N_RES_CLUSTER_POP_P_UT,PROJ_RES_RECEIVING_COLLCTN,PROJ_RES_REC_COLLCTN_YEAR,PROJ_RES_UPSTREAM,PROJ_RES_TOTAL_RECEIVNG_TRMT,PROJ_RES_DOWNSTREAM,PROJ_RES_ACTUAL_RECEIVNG_TRMT,PROJ_RES_ONSITE_WTS,PROJ_RES_ONSITE_WTS_UNITS,PROJ_RES_ONSITE_WTS_POP_P_UT,PROJ_RES_ONSITE_WTS_YEAR,PROJ_RES_CLUSTER,PROJ_RES_CLUSTER_UNITS,PROJ_RES_CLUSTER_POP_P_UT,PROJ_RES_CLUSTER_YEAR,PROJ_N_RES_RECEIVING_COLLCTN,PROJ_N_RES_REC_COLLCTN_YEAR,PROJ_N_RES_UPSTREAM,PROJ_N_RES_TOTAL_RECEIVNG_TRMT,PROJ_N_RES_DOWNSTREAM,PROJ_N_RES_ACTUAL_RECEVNG_TRMT,PROJ_N_RES_ONSITE_WTS,PROJ_N_RES_ONSITE_WTS_UNITS,PROJ_N_RES_ONSITE_WTS_POP_P_UT,PROJ_N_RES_ONSITE_WTS_YEAR,PROJ_N_RES_CLUSTER,PROJ_N_RES_CLUSTER_UNITS,PROJ_N_RES_CLUSTER_POP_P_UT,PROJ_N_RES_CLUSTER_YEAR
"51000253001",1935,,1935,0,1935,775,297,2.61,,,,,,,,,,,,,,,3228,,,3228,0,3228,391,150,2.61,,,,,,,,,,,,,,,,,,,
"51000257005",15500,,15500,0,15500,,,,,,,850,,850,0,850,,,,,,,18000,,,18000,0,18000,,,,,,,,,1850,,,1850,0,1850,,,,,,,,
"51000257006",689,,689,0,689,230,90,2.56,,,,,,,,,,,,,,,1060,,,1060,0,1060,90,35,2.56,,,,,,,,,,,,,,,,,,,
"51000257007",1825,,1825,0,1825,,,,,,,20,,20,0,20,,,,,,,3248,,,3248,0,3248,,,,,,,,,,,,,,,,,,,,,,
"51000257010",1021,,1021,1021,0,,,,,,,,,,,,,,,,,,1021,,,1021,1021,0,,,,,,,,,,,,,,,,,,,,,,
"51000257011",2000,,2000,0,2000,,,,,,,,,,,,,,,,,,2287,,,2287,0,2287,,,,,,,,,,,,,,,,,,,,,,
"51000257013",540,,540,0,540,,,,,,,,,,,,,,,,,,606,,,606,0,606,,,,,,,,,,,,,,,,,,,,,,
"51000259001",29816,,29816,29816,0,,,,,,,,,,,,,,,,,,38646,,,38646,38646,0,,,,,,,,,,,,,,,,,,,,,,
"51000261001",2300,,2300,0,2300,,,,,,,1314,,1314,0,1314,,,,,,,2521,,758,3279,0,3279,,,,,,,,,3386,,,3386,0,3386,,,,,,,,
"51000262001",,,,,,400,166,2.41,,,,,,,,,,,,,,,,,,,,,9,4,2.41,,,,,,,,,,,,,,,,,,,
"51000262003",816,,816,0,816,7,3,2.41,,,,,,,,,863,358,2.41,,,,816,,,816,0,816,7,3,2.41,,,,,,863,,,863,0,863,,,,,,,,
"51000262011",,,,,,1655,687,2.41,,,,,,,,,,,,,,,1634,,,1634,1634,0,,,2.41,,,,,,,,,,,,,,,,,,,
"42003092001",2030,940,2970,0,2970,,,,,,,,,,,,,,,,,,2030,,940,2970,0,2970,,,,,,,,,,,,,,,,,,,,,,
"42003093001",7636,,7636,7636,0,,,,,,,,,,,,,,,,,,7636,,,7636,7636,0,,,,,,,,,,,,,,,,,,,,,,
"42003097001",1157,,1157,1157,0,,,,,,,,,,,,,,,,,,1157,,,1157,1157,0,,,,,,,,,,,,,,,,,,,,,,
"42003098001",,,,,,3021,1213,2.49,,,,,,,,,,,,,,,,,,,,,3021,1213,2.49,,,,,,,,,,,,,,,,,,,
"42003099001",4321,,4321,4321,0,,,,,,,,,,,,,,,,,,4321,,,4321,4321,0,,,,,,,,,,,,,,,,,,,,,,
"42003101001",1223,,1223,0,1223,,,,,,,,,,,,,,,,,,1223,,,1223,0,1223,,,,,,,,,,,,,,,,,,,,,,
"42003102001",152,,152,0,152,,,,,,,,,,,,,,,,,,152,,,152,0,152,,,,,,,,,,,,,,,,,,,,,,
"42003107001",3089,,3089,0,3089,,,,,,,300,,300,0,300,,,,,,,4640,,,4640,0,4640,,,,,,,,,600,,,600,0,600,,,,,,,,
"42003108001",8085,,8085,8085,0,,,,,,,,,,,,,,,,,,8085,,,8085,8085,0,,,,,,,,,,,,,,,,,,,,,,
"42003110001",4799,2304,7103,0,7103,,,,,,,,,,,,,,,,,,4799,,2322,7121,0,7121,,,,,,,,,,,,,,,,,,,,,,
"42003113001",2611,,2611,0,2611,,,,,,,,,,,,,,,,,,2590,,,2590,0,2590,,,,,,,,,,,,,,,,,,,,,,
"42003115001",3000,,3000,3000,0,,,,,,,,,,,,,,,,,,3000,,,3000,3000,0,,,,,,,,,,,,,,,,,,,,,,
"42003116001",4007,,4007,0,4007,,,,,,,,,,,,,,,,,,6990,,,6990,0,6990,,,,,,,,,,,,,,,,,,,,,,
"42003116002",1304,,1304,1304,0,,,,,,,,,,,,,,,,,,1304,,,1304,1304,0,,,,,,,,,,,,,,,,,,,,,,
"42003116003",940,,940,940,0,,,,,,,,,,,,,,,,,,940,,,940,940,0,,,,,,,,,,,,,,,,,,,,,,
"42003117002",,,,,,1300,498,2.61,,,,,,,,,,,,,,,800,,,800,0,800,950,364,2.61,,,,,,,,,,,,,,,,,,,
"56000119001",535,,535,535,0,,,,,,,,,,,,,,,,,,516,,,516,516,0,,,,,,,,,,,,,,,,,,,,,,
"56000120001",535,,535,535,0,,,,,,,,,,,,,,,,,,516,,,516,516,0,,,,,,,,,,,,,,,,,,,,,,
"56000121001",535,,535,535,0,,,,,,,,,,,,,,,,,,516,,,516,516,0,,,,,,,,,,,,,,,,,,,,,,
"56000129001",342,,342,342,0,,,,,,,,,,,,,,,,,,330,,,330,330,0,,,,,,,,,,,,,,,,,,,,,,
"42000002001",9706,54745,64451,0,64451,,,,,,,,,,,,,,,,,,13800,,61528,75328,0,75328,,,,,,,,,,,,,,,,,,,,,,
"42000004001",4353,,4353,0,4353,,,,,,,,,,,,,,,,,,4353,,,4353,0,4353,,,,,,,,,,,,,,,,,,,,,,
"42000009001",6338,,6338,6338,0,,,,,,,,,,,,,,,,,,9940,,,9940,9940,0,,,,,,,,,,,,,,,,,,,,,,
"42000010001",2167,1959,4126,0,4126,,,,,,,,,,,,,,,,,,6650,,2919,9569,0,9569,,,,,,,,,,,,,,,,,,,,,,
"42000011001",28554,17065,45619,0,45619,,,,,,,,,,,,,,,,,,36909,,15102,52011,0,52011,,,,,,,,,,,,,,,,,,,,,,
"42000014001",4225,,4225,4225,0,,,,,,,,,,,,,,,,,,3640,,,3640,3640,0,,,,,,,,,,,,,,,,,,,,,,
"42000018001",4986,4400,9386,0,9386,,,,,,,,,,,,,,,,,,3990,,4500,8490,0,8490,,,,,,,,,,,,,,,,,,,,,,
"42000019001",53488,32129,85617,0,85617,,,,,,,,,,,,,,,,,,45080,,29227,74307,0,74307,,,,,,,,,,,,,,,,,,,,,,
"42000023001",13447,,13447,13447,0,,,,,,,,,,,,,,,,,,13447,,,13447,13447,0,,,,,,,,,,,,,,,,,,,,,,
"42000027001",4500,,4500,4500,0,,,,,,,,,,,,,,,,,,5000,,,5000,5000,0,,,,,,,,,,,,,,,,,,,,,,
"42000028001",4331,,4331,4331,0,,,,,,,,,,,,,,,,,,4497,,,4497,4497,0,,,,,,,,,,,,,,,,,,,,,,
"42000029003",3285,,3285,0,3285,,,,,,,,,,,,,,,,,,4666,,,4666,0,4666,,,,,,,,,,,,,,,,,,,,,,
"42000033001",13074,,13074,0,13074,,,,,,,,,,,,,,,,,,13074,,,13074,0,13074,,,,,,,,,,,,,,,,,,,,,,
"42000034001",6730,,6730,0,6730,,,,,,,,,,,,,,,,,,6730,,,6730,0,6730,,,,,,,,,,,,,,,,,,,,,,
"42000035001",2201,,2201,2201,0,,,,,,,,,,,,,,,,,,2100,,,2100,2100,0,,,,,,,,,,,,,,,,,,,,,,
"42000036001",22377,15976,38353,0,38353,,,,,,,2000,,2000,0,2000,,,,,,,22377,,14349,36726,0,36726,,,,,,,,,2000,,,2000,0,2000,,,,,,,,
"42000040001",3880,,3880,0,3880,,,,,,,,,,,,,,,,,,3920,,,3920,0,3920,,,,,,,,,,,,,,,,,,,,,,
"42000042001",11692,,11692,11692,0,,,,,,,,,,,,,,,,,,9133,,,9133,9133,0,,,,,,,,,,,,,,,,,,,,,,
"42000042002",1796,,1796,1796,0,,,,,,,,,,,,,,,,,,1488,,,1488,1488,0,,,,,,,,,,,,,,,,,,,,,,
"42000042003",670,,670,670,0,,,,,,,793,,793,793,0,,,,,,,658,,,658,658,0,,,,,,,,,940,,,940,940,0,,,,,,,,
