,STATE,STATEFP,COUNTY,NAMELSAD,COUNTYFP,PRES_RES_RECEIVING_COLLCTN,PRES_N_RES_RECEIVING_COLLCTN,epa_data,cbsa_fips,cbsa_name,metro_micro,central_outlying_county
710,LA,22,St. Tammany,St. Tammany Parish,103,75939.0,200.0,True,35380.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Outlying
711,LA,22,Jackson,Jackson Parish,49,6847.0,0.0,True,,,Rural Area,
712,LA,22,Vernon,Vernon Parish,115,19980.0,0.0,True,22860.0,"Fort Polk South, LA",Micropolitan Statistical Area,Central
713,LA,22,West Carroll,West Carroll Parish,123,2783.0,114.0,True,,,Rural Area,
714,LA,22,St. Mary,St. Mary Parish,101,44892.0,0.0,True,34020.0,"Morgan City, LA",Micropolitan Statistical Area,Central
715,LA,22,Tensas,Tensas Parish,107,1576.0,0.0,True,,,Rural Area,
716,LA,22,St. John the Baptist,St. John the Baptist Parish,95,65000.0,0.0,True,35380.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central
717,LA,22,Winn,Winn Parish,127,7204.0,81.0,True,,,Rural Area,
718,LA,22,Orleans,Orleans Parish,71,480000.0,5672.0,True,35380.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central
719,LA,22,Assumption,Assumption Parish,7,1900.0,0.0,True,,,Rural Area,
720,LA,22,Acadia,Acadia Parish,1,32778.0,0.0,True,29180.0,"Lafayette, LA",Metropolitan Statistical Area,Outlying
721,LA,22,Avoyelles,Avoyelles Parish,9,17512.0,0.0,True,,,Rural Area,
722,LA,22,Calcasieu,Calcasieu Parish,19,185934.0,0.0,True,29340.0,"Lake Charles, LA",Metropolitan Statistical Area,Central
723,LA,22,Claiborne,Claiborne Parish,27,7966.0,0.0,True,,,Rural Area,
724,LA,22,De Soto,De Soto Parish,31,7810.0,0.0,True,43340.0,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,Outlying
725,LA,22,East Baton Rouge,East Baton Rouge Parish,33,421132.0,0.0,True,12940.0,"Baton Rouge, LA",Metropolitan Statistical Area,Central
726,LA,22,Vermilion,Vermilion Parish,113,23693.0,0.0,True,29180.0,"Lafayette, LA",Metropolitan Statistical Area,Outlying
727,LA,22,Concordia,Concordia Parish,29,19954.0,0.0,True,35020.0,"Natchez, MS-LA",Micropolitan Statistical Area,Central
728,LA,22,Ouachita,Ouachita Parish,73,99790.0,17000.0,True,33740.0,"Monroe, LA",Metropolitan Statistical Area,Central
729,LA,22,Evangeline,Evangeline Parish,39,12697.0,470.0,True,,,Rural Area,
730,LA,22,Iberville,Iberville Parish,47,19491.0,0.0,True,12940.0,"Baton Rouge, LA",Metropolitan Statistical Area,Central
731,LA,22,Natchitoches,Natchitoches Parish,69,2758.0,0.0,True,35060.0,"Natchitoches, LA",Micropolitan Statistical Area,Central
732,LA,22,Jefferson,Jefferson Parish,51,743566.0,300.0,True,35380.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central
733,LA,22,Livingston,Livingston Parish,63,31633.0,0.0,True,12940.0,"Baton Rouge, LA",Metropolitan Statistical Area,Central
734,LA,22,Jefferson Davis,Jefferson Davis Parish,53,16193.0,0.0,True,,,Rural Area,
735,LA,22,Pointe Coupee,Pointe Coupee Parish,77,6212.0,0.0,True,12940.0,"Baton Rouge, LA",Metropolitan Statistical Area,Outlying
736,LA,22,St. Helena,St. Helena Parish,91,718.0,0.0,True,12940.0,"Baton Rouge, LA",Metropolitan Statistical Area,Outlying
737,LA,22,Richland,Richland Parish,83,7426.0,0.0,True,,,Rural Area,
738,LA,22,Rapides,Rapides Parish,79,68984.0,158.0,True,10780.0,"Alexandria, LA",Metropolitan Statistical Area,Central
739,LA,22,Washington,Washington Parish,117,13675.0,0.0,True,14220.0,"Bogalusa, LA",Micropolitan Statistical Area,Central
740,LA,22,Lafayette,Lafayette Parish,55,134136.0,0.0,True,29180.0,"Lafayette, LA",Metropolitan Statistical Area,Central
741,LA,22,Union,Union Parish,111,6786.0,484.0,True,33740.0,"Monroe, LA",Metropolitan Statistical Area,Outlying
742,LA,22,Terrebonne,Terrebonne Parish,109,80000.0,0.0,True,26380.0,"Houma-Thibodaux, LA",Metropolitan Statistical Area,Central
743,LA,22,Cameron,Cameron Parish,23,0.0,0.0,False,29340.0,"Lake Charles, LA",Metropolitan Statistical Area,Outlying
744,LA,22,St. Bernard,St. Bernard Parish,87,34906.0,0.0,True,35380.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Central
745,LA,22,West Baton Rouge,West Baton Rouge Parish,121,11081.0,0.0,True,12940.0,"Baton Rouge, LA",Metropolitan Statistical Area,Central
746,LA,22,St. Martin,St. Martin Parish,99,15834.0,0.0,True,29180.0,"Lafayette, LA",Metropolitan Statistical Area,Outlying
747,LA,22,St. Landry,St. Landry Parish,97,33314.0,0.0,True,36660.0,"Opelousas, LA",Micropolitan Statistical Area,Central
748,LA,22,Iberia,Iberia Parish,45,59034.0,2500.0,True,29180.0,"Lafayette, LA",Metropolitan Statistical Area,Central
749,LA,22,West Feliciana,West Feliciana Parish,125,1814.0,0.0,True,12940.0,"Baton Rouge, LA",Metropolitan Statistical Area,Outlying
750,LA,22,Tangipahoa,Tangipahoa Parish,105,65639.0,0.0,True,25220.0,"Hammond, LA",Metropolitan Statistical Area,Central
751,LA,22,St. James,St. James Parish,93,13967.0,0.0,True,35380.0,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Outlying
752,CT,9,Fairfield,Fairfield County,1,529207.0,0.0,True,14860.0,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,Central
753,CT,9,Hartford,Hartford County,3,639722.0,1500.0,True,25540.0,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,Central
754,CT,9,Middlesex,Middlesex County,7,54288.0,392.0,True,25540.0,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,Central
755,CT,9,Litchfield,Litchfield County,5,81306.0,1200.0,True,45860.0,"Torrington, CT",Micropolitan Statistical Area,Central
756,CT,9,Tolland,Tolland County,13,42060.0,28500.0,True,25540.0,"Hartford-West Hartford-East Hartford, CT",Metropolitan Statistical Area,Central
757,CT,9,Windham,Windham County,15,48584.0,0.0,True,49340.0,"Worcester, MA-CT",Metropolitan Statistical Area,Central
758,CT,9,New London,New London County,11,145976.0,5500.0,True,35980.0,"Norwich-New London, CT",Metropolitan Statistical Area,Central
759,CT,9,New Haven,New Haven County,9,572241.0,3000.0,True,35300.0,"New Haven-Milford, CT",Metropolitan Statistical Area,Central
760,VI,78,St. John,St. John Island,20,0.0,0.0,False,,,Rural Area,
761,VI,78,St. Thomas,St. Thomas Island,30,0.0,0.0,False,,,Rural Area,
762,VI,78,St. Croix,St. Croix Island,10,13282.0,5427.0,True,,,Rural Area,
763,WV,54,Barbour,Barbour County,1,5840.0,0.0,True,,,Rural Area,
764,WV,54,Calhoun,Calhoun County,13,1164.0,0.0,True,,,Rural Area,
765,WV,54,Doddridge,Doddridge County,17,564.0,0.0,True,17220.0,"Clarksburg, WV",Micropolitan Statistical Area,Outlying
766,WV,54,Ohio,Ohio County,69,40814.0,0.0,True,48540.0,"Wheeling, WV-OH",Metropolitan Statistical Area,Central
767,WV,54,Hardy,Hardy County,31,5342.0,2.0,True,,,Rural Area,
768,WV,54,Grant,Grant County,23,3238.0,0.0,True,,,Rural Area,
769,WV,54,Cabell,Cabell County,11,73449.0,4.0,True,26580.0,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central
770,WV,54,Marshall,Marshall County,51,18813.0,40.0,True,48540.0,"Wheeling, WV-OH",Metropolitan Statistical Area,Central
771,WV,54,Morgan,Morgan County,65,4074.0,0.0,True,,,Rural Area,
772,WV,54,Putnam,Putnam County,79,54471.0,293.0,True,26580.0,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central
773,WV,54,Wyoming,Wyoming County,109,8285.0,0.0,True,,,Rural Area,
774,WV,54,Hancock,Hancock County,29,19017.0,0.0,True,48260.0,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Central
775,WV,54,Preston,Preston County,77,13727.0,153.0,True,34060.0,"Morgantown, WV",Metropolitan Statistical Area,Outlying
776,WV,54,Brooke,Brooke County,9,33853.0,20.0,True,48260.0,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Central
777,WV,54,Mingo,Mingo County,59,10627.0,2.0,True,,,Rural Area,
778,WV,54,Berkeley,Berkeley County,3,48962.0,1550.0,True,25180.0,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,Central
779,WV,54,Lewis,Lewis County,41,8671.0,4535.0,True,,,Rural Area,
780,WV,54,Jefferson,Jefferson County,37,24341.0,417.0,True,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Outlying
781,WV,54,Mercer,Mercer County,55,53722.0,16267.0,True,14140.0,"Bluefield, WV-VA",Micropolitan Statistical Area,Central
782,WV,54,Tyler,Tyler County,95,4086.0,0.0,True,,,Rural Area,
783,WV,54,Monroe,Monroe County,63,3400.0,0.0,True,,,Rural Area,
784,WV,54,Marion,Marion County,49,41142.0,36.0,True,21900.0,"Fairmont, WV",Micropolitan Statistical Area,Central
785,WV,54,Fayette,Fayette County,19,37172.0,682.0,True,13220.0,"Beckley, WV",Metropolitan Statistical Area,Central
786,WV,54,Boone,Boone County,5,7067.0,0.0,True,16620.0,"Charleston, WV",Metropolitan Statistical Area,Outlying
787,WV,54,Gilmer,Gilmer County,21,2211.0,0.0,True,,,Rural Area,
788,WV,54,Mason,Mason County,53,10493.0,1205.0,True,38580.0,"Point Pleasant, WV-OH",Micropolitan Statistical Area,Central
789,WV,54,Upshur,Upshur County,97,8251.0,1125.0,True,,,Rural Area,
790,WV,54,Pendleton,Pendleton County,71,905.0,209.0,True,,,Rural Area,
791,WV,54,Clay,Clay County,15,999.0,0.0,True,16620.0,"Charleston, WV",Metropolitan Statistical Area,Outlying
792,WV,54,Roane,Roane County,87,1863.0,0.0,True,,,Rural Area,
793,WV,54,Hampshire,Hampshire County,27,5394.0,0.0,True,49020.0,"Winchester, VA-WV",Metropolitan Statistical Area,Outlying
794,WV,54,Wirt,Wirt County,105,4684.0,0.0,True,37620.0,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Outlying
795,WV,54,Pleasants,Pleasants County,73,3812.0,0.0,True,,,Rural Area,
796,WV,54,Greenbrier,Greenbrier County,25,18356.0,0.0,True,,,Rural Area,
797,WV,54,Tucker,Tucker County,93,5619.0,16.0,True,,,Rural Area,
798,WV,54,Wayne,Wayne County,99,18969.0,138.0,True,26580.0,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central
799,WV,54,Wetzel,Wetzel County,103,10384.0,0.0,True,,,Rural Area,
800,WV,54,Harrison,Harrison County,33,57027.0,288.0,True,17220.0,"Clarksburg, WV",Micropolitan Statistical Area,Central
801,WV,54,Lincoln,Lincoln County,43,3525.0,0.0,True,26580.0,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Outlying
802,WV,54,Braxton,Braxton County,7,4981.0,440.0,True,,,Rural Area,
803,WV,54,Raleigh,Raleigh County,81,58423.0,480.0,True,13220.0,"Beckley, WV",Metropolitan Statistical Area,Central
804,WV,54,Nicholas,Nicholas County,67,8599.0,0.0,True,,,Rural Area,
805,WV,54,McDowell,McDowell County,47,6573.0,0.0,True,,,Rural Area,
806,WV,54,Summers,Summers County,89,1695.0,0.0,True,,,Rural Area,
807,WV,54,Wood,Wood County,107,63942.0,1589.0,True,37620.0,"Parkersburg-Vienna, WV",Metropolitan Statistical Area,Central
808,WV,54,Webster,Webster County,101,2872.0,350.0,True,,,Rural Area,
809,WV,54,Jackson,Jackson County,35,12529.0,3.0,True,,,Rural Area,
810,WV,54,Taylor,Taylor County,91,6551.0,41.0,True,17220.0,"Clarksburg, WV",Micropolitan Statistical Area,Outlying
811,WV,54,Randolph,Randolph County,83,16431.0,86.0,True,21180.0,"Elkins, WV",Micropolitan Statistical Area,Central
812,WV,54,Logan,Logan County,45,12285.0,0.0,True,30880.0,"Logan, WV",Micropolitan Statistical Area,Central
813,WV,54,Ritchie,Ritchie County,85,3864.0,16.0,True,,,Rural Area,
814,WV,54,Monongalia,Monongalia County,61,48398.0,660.0,True,34060.0,"Morgantown, WV",Metropolitan Statistical Area,Central
815,WV,54,Pocahontas,Pocahontas County,75,3258.0,5340.0,True,,,Rural Area,
816,WV,54,Mineral,Mineral County,57,14416.0,0.0,True,19060.0,"Cumberland, MD-WV",Metropolitan Statistical Area,Outlying
817,WV,54,Kanawha,Kanawha County,39,166022.0,3797.0,True,16620.0,"Charleston, WV",Metropolitan Statistical Area,Central
818,OH,39,Marion,Marion County,101,44818.0,0.0,True,32020.0,"Marion, OH",Micropolitan Statistical Area,Central
819,OH,39,Hancock,Hancock County,63,47602.0,0.0,True,22300.0,"Findlay, OH",Micropolitan Statistical Area,Central
820,OH,39,Clermont,Clermont County,25,133877.0,0.0,True,17140.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
821,OH,39,Highland,Highland County,71,17695.0,0.0,True,,,Rural Area,
822,OH,39,Paulding,Paulding County,125,8504.0,0.0,True,,,Rural Area,
823,OH,39,Meigs,Meigs County,105,8086.0,0.0,True,,,Rural Area,
824,OH,39,Morrow,Morrow County,117,6886.0,400.0,True,18140.0,"Columbus, OH",Metropolitan Statistical Area,Outlying
825,OH,39,Morgan,Morgan County,115,2912.0,0.0,True,,,Rural Area,
826,OH,39,Ashtabula,Ashtabula County,7,97461.0,5731.0,True,11780.0,"Ashtabula, OH",Micropolitan Statistical Area,Central
827,OH,39,Tuscarawas,Tuscarawas County,157,62559.0,0.0,True,35420.0,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,Central
828,OH,39,Columbiana,Columbiana County,29,66117.0,3265.0,True,41400.0,"Salem, OH",Micropolitan Statistical Area,Central
829,OH,39,Clark,Clark County,23,114980.0,650.0,True,44220.0,"Springfield, OH",Metropolitan Statistical Area,Central
830,OH,39,Preble,Preble County,135,21464.0,0.0,True,,,Rural Area,
831,OH,39,Medina,Medina County,103,139559.0,0.0,True,17460.0,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Central
832,OH,39,Sandusky,Sandusky County,143,38002.0,0.0,True,23380.0,"Fremont, OH",Micropolitan Statistical Area,Central
833,OH,39,Fulton,Fulton County,51,21593.0,75.0,True,45780.0,"Toledo, OH",Metropolitan Statistical Area,Outlying
834,OH,39,Shelby,Shelby County,149,28153.0,3912.0,True,43380.0,"Sidney, OH",Micropolitan Statistical Area,Central
835,OH,39,Defiance,Defiance County,39,25046.0,0.0,True,19580.0,"Defiance, OH",Micropolitan Statistical Area,Central
836,OH,39,Brown,Brown County,15,16103.0,0.0,True,17140.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Outlying
837,OH,39,Fayette,Fayette County,47,17423.0,1000.0,True,47920.0,"Washington Court House, OH",Micropolitan Statistical Area,Central
838,OH,39,Erie,Erie County,43,66924.0,3000.0,True,41780.0,"Sandusky, OH",Micropolitan Statistical Area,Central
839,OH,39,Lake,Lake County,85,205126.0,64.0,True,17460.0,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Central
840,OH,39,Gallia,Gallia County,53,10755.0,0.0,True,38580.0,"Point Pleasant, WV-OH",Micropolitan Statistical Area,Central
841,OH,39,Portage,Portage County,133,100848.0,0.0,True,10420.0,"Akron, OH",Metropolitan Statistical Area,Central
842,OH,39,Carroll,Carroll County,19,13958.0,600.0,True,15940.0,"Canton-Massillon, OH",Metropolitan Statistical Area,Outlying
843,OH,39,Champaign,Champaign County,21,17948.0,1600.0,True,46500.0,"Urbana, OH",Micropolitan Statistical Area,Central
844,OH,39,Seneca,Seneca County,147,34462.0,260.0,True,45660.0,"Tiffin, OH",Micropolitan Statistical Area,Central
845,OH,39,Ashland,Ashland County,5,26957.0,0.0,True,11740.0,"Ashland, OH",Micropolitan Statistical Area,Central
846,OH,39,Hocking,Hocking County,73,8588.0,40.0,True,18140.0,"Columbus, OH",Metropolitan Statistical Area,Outlying
847,OH,39,Allen,Allen County,3,84199.0,253.0,True,30620.0,"Lima, OH",Metropolitan Statistical Area,Central
848,OH,39,Scioto,Scioto County,145,40102.0,0.0,True,39020.0,"Portsmouth, OH",Micropolitan Statistical Area,Central
849,OH,39,Coshocton,Coshocton County,31,15138.0,0.0,True,18740.0,"Coshocton, OH",Micropolitan Statistical Area,Central
850,OH,39,Lucas,Lucas County,95,413332.0,50.0,True,45780.0,"Toledo, OH",Metropolitan Statistical Area,Central
851,OH,39,Adams,Adams County,1,9638.0,0.0,True,,,Rural Area,
852,OH,39,Hamilton,Hamilton County,61,673918.0,0.0,True,17140.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
853,OH,39,Hardin,Hardin County,65,18849.0,0.0,True,,,Rural Area,
854,OH,39,Mercer,Mercer County,107,26965.0,0.0,True,16380.0,"Celina, OH",Micropolitan Statistical Area,Central
855,OH,39,Belmont,Belmont County,13,37829.0,20.0,True,48540.0,"Wheeling, WV-OH",Metropolitan Statistical Area,Central
856,OH,39,Montgomery,Montgomery County,113,561553.0,0.0,True,19380.0,"Dayton, OH",Metropolitan Statistical Area,Central
857,OH,39,Washington,Washington County,167,31756.0,0.0,True,31930.0,"Marietta, OH",Micropolitan Statistical Area,Central
858,OH,39,Wayne,Wayne County,169,57904.0,60.0,True,49300.0,"Wooster, OH",Micropolitan Statistical Area,Central
859,OH,39,Putnam,Putnam County,137,14606.0,10.0,True,,,Rural Area,
860,OH,39,Clinton,Clinton County,27,21458.0,0.0,True,48940.0,"Wilmington, OH",Micropolitan Statistical Area,Central
861,OH,39,Franklin,Franklin County,49,1044802.0,8199.0,True,18140.0,"Columbus, OH",Metropolitan Statistical Area,Central
862,OH,39,Richland,Richland County,139,81053.0,0.0,True,31900.0,"Mansfield, OH",Metropolitan Statistical Area,Central
863,OH,39,Williams,Williams County,171,23878.0,230.0,True,,,Rural Area,
864,OH,39,Mahoning,Mahoning County,99,208441.0,0.0,True,49660.0,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Central
865,OH,39,Cuyahoga,Cuyahoga County,35,1369793.0,11838.0,True,17460.0,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Central
866,OH,39,Ottawa,Ottawa County,123,24492.0,113653.0,True,38840.0,"Port Clinton, OH",Micropolitan Statistical Area,Central
867,OH,39,Jackson,Jackson County,79,16345.0,0.0,True,27160.0,"Jackson, OH",Micropolitan Statistical Area,Central
868,OH,39,Butler,Butler County,17,328973.0,0.0,True,17140.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
869,OH,39,Greene,Greene County,57,125008.0,0.0,True,19380.0,"Dayton, OH",Metropolitan Statistical Area,Central
870,OH,39,Muskingum,Muskingum County,119,58567.0,0.0,True,49780.0,"Zanesville, OH",Micropolitan Statistical Area,Central
871,OH,39,Holmes,Holmes County,75,7523.0,3525.0,True,,,Rural Area,
872,OH,39,Fairfield,Fairfield County,45,96075.0,0.0,True,18140.0,"Columbus, OH",Metropolitan Statistical Area,Central
873,OH,39,Darke,Darke County,37,25492.0,90.0,True,24820.0,"Greenville, OH",Micropolitan Statistical Area,Central
874,OH,39,Henry,Henry County,69,15993.0,0.0,True,,,Rural Area,
875,OH,39,Auglaize,Auglaize County,11,33156.0,15.0,True,47540.0,"Wapakoneta, OH",Micropolitan Statistical Area,Central
876,OH,39,Guernsey,Guernsey County,59,25875.0,308.0,True,15740.0,"Cambridge, OH",Micropolitan Statistical Area,Central
877,OH,39,Miami,Miami County,109,70675.0,0.0,True,19380.0,"Dayton, OH",Metropolitan Statistical Area,Central
878,OH,39,Athens,Athens County,9,36189.0,200.0,True,11900.0,"Athens, OH",Micropolitan Statistical Area,Central
879,OH,39,Madison,Madison County,97,25285.0,0.0,True,18140.0,"Columbus, OH",Metropolitan Statistical Area,Outlying
880,OH,39,Trumbull,Trumbull County,155,189883.0,0.0,True,49660.0,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,Central
881,OH,39,Logan,Logan County,91,32873.0,0.0,True,13340.0,"Bellefontaine, OH",Micropolitan Statistical Area,Central
882,OH,39,Huron,Huron County,77,37993.0,50.0,True,35940.0,"Norwalk, OH",Micropolitan Statistical Area,Central
883,OH,39,Lorain,Lorain County,93,237053.0,3594.0,True,17460.0,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Outlying
884,OH,39,Geauga,Geauga County,55,38054.0,950.0,True,17460.0,"Cleveland-Elyria, OH",Metropolitan Statistical Area,Central
885,OH,39,Monroe,Monroe County,111,3365.0,0.0,True,,,Rural Area,
886,OH,39,Union,Union County,159,22783.0,0.0,True,18140.0,"Columbus, OH",Metropolitan Statistical Area,Outlying
887,OH,39,Harrison,Harrison County,67,6289.0,0.0,True,,,Rural Area,
888,OH,39,Pike,Pike County,131,8571.0,0.0,True,,,Rural Area,
889,OH,39,Wood,Wood County,173,97065.0,0.0,True,45780.0,"Toledo, OH",Metropolitan Statistical Area,Central
890,OH,39,Jefferson,Jefferson County,81,48084.0,0.0,True,48260.0,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Central
891,OH,39,Van Wert,Van Wert County,161,13733.0,0.0,True,46780.0,"Van Wert, OH",Micropolitan Statistical Area,Central
892,OH,39,Wyandot,Wyandot County,175,12874.0,0.0,True,,,Rural Area,
893,OH,39,Warren,Warren County,165,192115.0,0.0,True,17140.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
894,OH,39,Knox,Knox County,83,27747.0,0.0,True,34540.0,"Mount Vernon, OH",Micropolitan Statistical Area,Central
895,OH,39,Lawrence,Lawrence County,87,35455.0,0.0,True,26580.0,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central
896,OH,39,Vinton,Vinton County,163,2772.0,0.0,True,,,Rural Area,
897,OH,39,Stark,Stark County,151,342905.0,0.0,True,15940.0,"Canton-Massillon, OH",Metropolitan Statistical Area,Central
898,OH,39,Perry,Perry County,127,12699.0,0.0,True,18140.0,"Columbus, OH",Metropolitan Statistical Area,Outlying
899,OH,39,Summit,Summit County,153,497920.0,100.0,True,10420.0,"Akron, OH",Metropolitan Statistical Area,Central
900,OH,39,Pickaway,Pickaway County,129,25515.0,4320.0,True,18140.0,"Columbus, OH",Metropolitan Statistical Area,Outlying
901,OH,39,Noble,Noble County,121,2869.0,2500.0,True,,,Rural Area,
902,OH,39,Ross,Ross County,141,28773.0,0.0,True,17060.0,"Chillicothe, OH",Micropolitan Statistical Area,Central
903,OH,39,Crawford,Crawford County,33,31469.0,0.0,True,15340.0,"Bucyrus, OH",Micropolitan Statistical Area,Central
904,OH,39,Licking,Licking County,89,95508.0,1554.0,True,18140.0,"Columbus, OH",Metropolitan Statistical Area,Outlying
905,OH,39,Delaware,Delaware County,41,171062.0,60.0,True,18140.0,"Columbus, OH",Metropolitan Statistical Area,Central
906,KY,21,Cumberland,Cumberland County,57,1322.0,0.0,True,,,Rural Area,
907,KY,21,Johnson,Johnson County,115,4968.0,20.0,True,,,Rural Area,
908,KY,21,Larue,Larue County,123,3504.0,0.0,True,21060.0,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,Outlying
909,KY,21,Wayne,Wayne County,231,7018.0,0.0,True,,,Rural Area,
910,KY,21,Allen,Allen County,3,4329.0,0.0,True,14540.0,"Bowling Green, KY",Metropolitan Statistical Area,Outlying
911,KY,21,Anderson,Anderson County,5,10550.0,0.0,True,23180.0,"Frankfort, KY",Micropolitan Statistical Area,Outlying
912,KY,21,Casey,Casey County,45,2000.0,0.0,True,,,Rural Area,
913,KY,21,Knott,Knott County,119,1434.0,0.0,True,,,Rural Area,
914,KY,21,Carter,Carter County,43,4652.0,0.0,True,,,Rural Area,
915,KY,21,Bell,Bell County,13,16384.0,800.0,True,33180.0,"Middlesborough, KY",Micropolitan Statistical Area,Central
916,KY,21,Ballard,Ballard County,7,3983.0,0.0,True,37140.0,"Paducah, KY-IL",Micropolitan Statistical Area,Outlying
917,KY,21,Fulton,Fulton County,75,5401.0,0.0,True,46460.0,"Union City, TN-KY",Micropolitan Statistical Area,Outlying
918,KY,21,Oldham,Oldham County,185,17237.0,6110.0,True,31140.0,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Central
919,KY,21,Harrison,Harrison County,97,7748.0,0.0,True,,,Rural Area,
920,KY,21,Bath,Bath County,11,1900.0,0.0,True,34460.0,"Mount Sterling, KY",Micropolitan Statistical Area,Outlying
921,KY,21,Wolfe,Wolfe County,237,825.0,0.0,True,,,Rural Area,
922,KY,21,Jackson,Jackson County,109,863.0,0.0,True,,,Rural Area,
923,KY,21,Carroll,Carroll County,41,8771.0,0.0,True,,,Rural Area,
924,KY,21,Butler,Butler County,31,2394.0,0.0,True,14540.0,"Bowling Green, KY",Metropolitan Statistical Area,Outlying
925,KY,21,Caldwell,Caldwell County,33,6754.0,0.0,True,,,Rural Area,
926,KY,21,Daviess,Daviess County,59,68182.0,0.0,True,36980.0,"Owensboro, KY",Metropolitan Statistical Area,Central
927,KY,21,Todd,Todd County,219,4981.0,0.0,True,,,Rural Area,
928,KY,21,Union,Union County,225,7272.0,0.0,True,,,Rural Area,
929,KY,21,Garrard,Garrard County,79,5900.0,0.0,True,,,Rural Area,
930,KY,21,Graves,Graves County,83,13597.0,0.0,True,32460.0,"Mayfield, KY",Micropolitan Statistical Area,Central
931,KY,21,Bullitt,Bullitt County,29,33901.0,0.0,True,31140.0,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Central
932,KY,21,Clark,Clark County,49,23780.0,0.0,True,30460.0,"Lexington-Fayette, KY",Metropolitan Statistical Area,Outlying
933,KY,21,Bracken,Bracken County,23,1986.0,0.0,True,17140.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Outlying
934,KY,21,Clinton,Clinton County,53,3750.0,0.0,True,,,Rural Area,
935,KY,21,Menifee,Menifee County,165,1358.0,0.0,True,34460.0,"Mount Sterling, KY",Micropolitan Statistical Area,Outlying
936,KY,21,Franklin,Franklin County,73,38475.0,10000.0,True,23180.0,"Frankfort, KY",Micropolitan Statistical Area,Central
937,KY,21,Breathitt,Breathitt County,25,2231.0,208.0,True,,,Rural Area,
938,KY,21,Trimble,Trimble County,223,1600.0,0.0,True,31140.0,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Outlying
939,KY,21,Fleming,Fleming County,69,3138.0,0.0,True,,,Rural Area,
940,KY,21,Harlan,Harlan County,95,11076.0,0.0,True,,,Rural Area,
941,KY,21,Simpson,Simpson County,213,13805.0,0.0,True,,,Rural Area,
942,KY,21,Boone,Boone County,15,186635.0,0.0,True,17140.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
943,KY,21,Clay,Clay County,51,3698.0,0.0,True,,,Rural Area,
944,KY,21,Breckinridge,Breckinridge County,27,4887.0,0.0,True,,,Rural Area,
945,KY,21,Elliott,Elliott County,63,2000.0,0.0,True,,,Rural Area,
946,KY,21,Adair,Adair County,1,3944.0,0.0,True,,,Rural Area,
947,KY,21,Campbell,Campbell County,37,11280.0,0.0,True,17140.0,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,Central
948,KY,21,Estill,Estill County,65,7000.0,0.0,True,,,Rural Area,
949,KY,21,Barren,Barren County,9,16463.0,366.0,True,23980.0,"Glasgow, KY",Micropolitan Statistical Area,Central
950,KY,21,Boyd,Boyd County,19,14584.0,0.0,True,26580.0,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,Central
